Participant,Phase,ShotNumber,SelectedTargetID,SelectedTargetPosition,CrosshairPosition,CrosshairRotation,LeftEyePosition,RightEyePosition,CombinedEyePosition,LeftEyeOpen,RightEyeOpen,XRPosition,XRRotation,Hit,Accuracy,DominantEyeForShot,LeftEyeDistanceFromRay,RightEyeDistanceFromRay,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
1,Dominant,14,Target 7,"(6.20, 2.50, 8.88)","(-0.16, 1.06, 2.04)","(355.21, 43.04, 0.69)","(-0.76, 1.02, 1.52)","(-0.73, 1.03, 1.47)","(-0.74, 1.02, 1.50)",False,True,"(-0.74, 1.04, 1.47)","(353.28, 45.52, 4.03)",True,0.327756,Right,0.09048289,0.02862698,1,20,male,I have used a VR device at least once previously,No visual impairment,Occasionally,Right,The second round felt frustrating as I was aiming but the shots weren't registering,No,Closing an eye seemed to help
1,Dominant,15,Target 9,"(8.20, 2.50, 2.14)","(0.15, 1.05, 1.47)","(353.93, 86.10, 358.46)","(-0.76, 1.02, 1.52)","(-0.73, 1.03, 1.47)","(-0.74, 1.02, 1.50)",False,True,"(-0.70, 1.02, 1.43)","(358.60, 79.82, 5.28)",True,0.6566263,Right,0.1274765,0.07195395,1,20,male,I have used a VR device at least once previously,No visual impairment,Occasionally,Right,The second round felt frustrating as I was aiming but the shots weren't registering,No,Closing an eye seemed to help
1,Dominant,16,Target 3,"(-7.80, 2.50, 8.88)","(-1.35, 1.06, 1.97)","(356.05, 316.71, 2.79)","(-0.94, 1.03, 1.44)","(-0.90, 1.03, 1.48)","(-0.92, 1.03, 1.46)",False,True,"(-0.93, 1.03, 1.48)","(357.06, 319.85, 4.77)",True,0.07630142,Right,0.06688949,0.005426254,1,20,male,I have used a VR device at least once previously,No visual impairment,Occasionally,Right,The second round felt frustrating as I was aiming but the shots weren't registering,No,Closing an eye seemed to help
1,Dominant,17,Target 9,"(8.20, 2.50, 2.14)","(0.15, 1.04, 1.50)","(355.76, 85.26, 357.11)","(-0.73, 1.01, 1.50)","(-0.71, 1.02, 1.44)","(-0.72, 1.01, 1.47)",False,True,"(-0.70, 1.01, 1.47)","(358.86, 74.86, 8.64)",True,0.1172219,Right,0.07421865,0.01261689,1,20,male,I have used a VR device at least once previously,No visual impairment,Occasionally,Right,The second round felt frustrating as I was aiming but the shots weren't registering,No,Closing an eye seemed to help
1,Dominant,18,Target 9,"(8.20, 2.50, 2.14)","(0.15, 1.05, 1.51)","(355.34, 85.90, 358.47)","(-0.73, 1.01, 1.50)","(-0.71, 1.02, 1.44)","(-0.72, 1.01, 1.47)",False,True,"(-0.70, 1.01, 1.47)","(359.24, 74.31, 8.32)",True,0.06933244,Right,0.0694887,0.007514394,1,20,male,I have used a VR device at least once previously,No visual impairment,Occasionally,Right,The second round felt frustrating as I was aiming but the shots weren't registering,No,Closing an eye seemed to help
1,Dominant,19,Target 1,"(-9.80, 2.50, 2.14)","(-1.54, 1.04, 1.48)","(355.28, 274.83, 1.84)","(-0.90, 1.02, 1.42)","(-0.88, 1.03, 1.48)","(-0.89, 1.03, 1.45)",False,True,"(-1.04, 1.01, 1.41)","(6.27, 281.67, 10.39)",True,0.7625118,Right,0.006775271,0.06112438,1,20,male,I have used a VR device at least once previously,No visual impairment,Occasionally,Right,The second round felt frustrating as I was aiming but the shots weren't registering,No,Closing an eye seemed to help
1,Dominant,20,Target 6,"(3.20, 2.50, 10.88)","(-0.45, 1.05, 2.21)","(355.58, 23.34, 0.04)","(-0.84, 1.03, 1.46)","(-0.78, 1.03, 1.44)","(-0.81, 1.03, 1.45)",False,True,"(-0.79, 1.02, 1.49)","(3.26, 23.80, 7.07)",True,0.153853,Right,0.07346137,0.01379853,1,20,male,I have used a VR device at least once previously,No visual impairment,Occasionally,Right,The second round felt frustrating as I was aiming but the shots weren't registering,No,Closing an eye seemed to help
2,Calibration,1,Target 5,"(-0.80, 2.50, 11.88)","(-0.77, 1.05, 2.36)","(354.73, 0.48, 0.53)","(-0.81, 1.03, 1.63)","(-0.75, 1.04, 1.63)","(-0.78, 1.04, 1.63)",True,True,"(-0.77, 1.04, 1.65)","(3.30, 2.56, 2.67)",True,0.3522368,Right,0.03649543,0.02766891,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,2,Target 7,"(6.20, 2.50, 8.88)","(-0.28, 1.06, 2.13)","(352.94, 46.01, 0.87)","(-0.81, 1.04, 1.65)","(-0.76, 1.04, 1.60)","(-0.79, 1.04, 1.63)",True,True,"(-0.77, 1.04, 1.64)","(3.34, 46.55, 4.06)",True,0.2216231,Right,0.04744219,0.01690673,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,3,Target 5,"(-0.80, 2.50, 11.88)","(-0.80, 1.05, 2.39)","(355.97, 0.04, 359.95)","(-0.81, 1.04, 1.63)","(-0.75, 1.04, 1.62)","(-0.78, 1.04, 1.63)",True,True,"(-0.78, 1.04, 1.65)","(2.08, 6.65, 3.08)",True,0.1860189,Left,0.01510109,0.04944231,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,4,Target 6,"(3.20, 2.50, 10.88)","(-0.51, 1.05, 2.33)","(354.84, 24.06, 357.47)","(-0.81, 1.04, 1.65)","(-0.75, 1.04, 1.62)","(-0.78, 1.04, 1.63)",True,True,"(-0.77, 1.04, 1.65)","(4.44, 25.55, 1.73)",True,0.3405294,Left,0.007051957,0.059149,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,5,Target 2,"(-9.80, 2.50, 5.88)","(-1.54, 1.06, 1.97)","(354.65, 296.73, 2.22)","(-0.81, 1.04, 1.56)","(-0.78, 1.04, 1.62)","(-0.80, 1.04, 1.59)",True,True,"(-0.81, 1.04, 1.61)","(358.48, 305.30, 4.79)",True,0.08996573,Right,0.05889086,0.008244249,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,6,Target 8,"(8.20, 2.50, 5.88)","(-0.18, 1.06, 1.93)","(354.94, 65.73, 358.03)","(-0.81, 1.04, 1.64)","(-0.78, 1.05, 1.58)","(-0.80, 1.05, 1.61)",True,True,"(-0.78, 1.05, 1.62)","(0.96, 66.89, 6.48)",True,0.3465936,Left,0.007045094,0.05809999,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,7,Target 1,"(-9.80, 2.50, 2.14)","(-1.66, 1.06, 1.62)","(357.37, 273.85, 359.43)","(-0.81, 1.03, 1.56)","(-0.79, 1.03, 1.62)","(-0.80, 1.03, 1.59)",True,True,"(-0.82, 1.04, 1.60)","(0.79, 293.03, 2.06)",True,0.2413288,Left,0.007617391,0.05633907,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,8,Target 2,"(-9.80, 2.50, 5.88)","(-1.56, 1.07, 1.95)","(354.67, 295.69, 358.93)","(-0.81, 1.04, 1.58)","(-0.78, 1.04, 1.64)","(-0.80, 1.04, 1.61)",True,True,"(-0.81, 1.04, 1.63)","(0.14, 307.75, 0.87)",True,0.3107655,Left,0.005225972,0.06042648,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,9,Target 6,"(3.20, 2.50, 10.88)","(-0.56, 1.05, 2.33)","(353.25, 24.26, 359.70)","(-0.86, 1.04, 1.65)","(-0.80, 1.04, 1.62)","(-0.83, 1.04, 1.64)",True,False,"(-0.81, 1.04, 1.65)","(1.24, 27.95, 6.72)",True,0.3912285,Left,0.003627056,0.06309891,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,10,Target 4,"(-4.80, 2.50, 10.88)","(-1.12, 1.07, 2.35)","(354.13, 336.32, 359.60)","(-0.83, 1.04, 1.61)","(-0.77, 1.04, 1.63)","(-0.80, 1.04, 1.62)",True,True,"(-0.81, 1.04, 1.64)","(359.04, 345.52, 1.67)",True,0.3503283,Right,0.03500336,0.02952599,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,11,Target 6,"(3.20, 2.50, 10.88)","(-0.50, 1.05, 2.33)","(353.68, 22.78, 358.26)","(-0.81, 1.04, 1.64)","(-0.76, 1.04, 1.61)","(-0.79, 1.04, 1.63)",True,True,"(-0.77, 1.04, 1.64)","(3.48, 29.51, 4.50)",True,0.2078348,Left,0.0170369,0.04957524,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,12,Target 5,"(-0.80, 2.50, 11.88)","(-0.81, 1.07, 2.41)","(350.78, 357.27, 1.07)","(-0.82, 1.04, 1.64)","(-0.76, 1.04, 1.63)","(-0.79, 1.04, 1.63)",True,True,"(-0.78, 1.04, 1.65)","(3.43, 7.25, 3.26)",True,0.2218446,Left,0.01841648,0.05062966,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,13,Target 1,"(-9.80, 2.50, 2.14)","(-1.70, 1.06, 1.60)","(355.70, 272.92, 0.49)","(-0.83, 1.03, 1.57)","(-0.80, 1.03, 1.63)","(-0.82, 1.03, 1.60)",True,True,"(-0.85, 1.04, 1.60)","(358.59, 292.73, 2.47)",True,0.2479542,Left,0.02672024,0.08602058,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,14,Target 3,"(-7.80, 2.50, 8.88)","(-1.09, 1.01, 1.88)","(356.32, 317.03, 1.58)","(-0.85, 1.01, 1.60)","(-0.81, 1.01, 1.65)","(-0.83, 1.01, 1.62)",True,True,"(-0.84, 1.01, 1.64)","(10.72, 318.98, 0.76)",True,0.3377718,Left,0.02303,0.04245557,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,15,Target 9,"(8.20, 2.50, 2.14)","(-0.13, 1.04, 1.64)","(355.33, 86.44, 357.51)","(-0.79, 1.04, 1.66)","(-0.77, 1.04, 1.60)","(-0.78, 1.04, 1.63)",True,False,"(-0.68, 1.03, 1.57)","(6.55, 92.31, 4.33)",True,0.2642933,Left,0.06677759,0.02057571,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,16,Target 8,"(8.20, 2.50, 5.88)","(-0.16, 1.04, 1.88)","(353.86, 63.12, 359.44)","(-0.79, 1.04, 1.66)","(-0.77, 1.04, 1.60)","(-0.78, 1.04, 1.63)",True,True,"(-0.67, 1.04, 1.60)","(3.01, 69.25, 3.85)",True,0.3265545,Right,0.07717562,0.02420903,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,17,Target 1,"(-9.80, 2.50, 2.14)","(-1.68, 1.05, 1.57)","(352.35, 268.07, 355.80)","(-0.77, 1.03, 1.58)","(-0.74, 1.03, 1.63)","(-0.75, 1.03, 1.61)",True,True,"(-0.85, 1.03, 1.55)","(359.72, 291.88, 7.60)",False,0.6055852,Left,0.06909326,0.1283296,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,18,Target 9,"(8.20, 2.50, 2.14)","(-0.11, 1.05, 1.64)","(352.51, 89.71, 358.24)","(-0.77, 1.04, 1.64)","(-0.76, 1.05, 1.58)","(-0.76, 1.05, 1.61)",True,False,"(-0.68, 1.04, 1.57)","(359.85, 84.11, 9.10)",True,0.4623191,Left,0.03925794,0.03638912,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,19,Target 4,"(-4.80, 2.50, 10.88)","(-1.10, 1.05, 2.36)","(355.79, 338.54, 358.55)","(-0.79, 1.04, 1.61)","(-0.73, 1.04, 1.62)","(-0.76, 1.04, 1.62)",True,True,"(-0.75, 1.04, 1.64)","(358.59, 357.75, 358.70)",True,0.1893482,Left,0.01728396,0.04583977,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Calibration,20,Target 9,"(8.20, 2.50, 2.14)","(-0.50, 1.02, 1.58)","(354.91, 88.32, 359.75)","(-0.66, 1.01, 1.61)","(-0.66, 1.02, 1.55)","(-0.66, 1.02, 1.58)",True,True,"(-0.64, 1.02, 1.58)","(6.72, 89.97, 3.85)",True,1.212819,Right,0.04155084,0.02252458,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,1,Target 7,"(6.20, 2.50, 8.88)","(-0.25, 1.06, 2.16)","(355.58, 43.95, 0.23)","(-0.76, 1.04, 1.62)","(-0.71, 1.04, 1.58)","(-0.74, 1.04, 1.60)",True,False,"(-0.72, 1.04, 1.62)","(3.80, 46.03, 3.62)",False,0.4526079,Cyclopean,0.004869656,0.06822126,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,2,Target 5,"(-0.80, 2.50, 11.88)","(-0.80, 1.05, 2.43)","(356.25, 359.71, 359.25)","(-0.76, 1.04, 1.62)","(-0.71, 1.04, 1.58)","(-0.74, 1.04, 1.60)",True,False,"(-0.76, 1.04, 1.64)","(2.43, 6.25, 3.20)",False,0.6778961,Cyclopean,0.03710774,0.08245371,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,3,Target 4,"(-4.80, 2.50, 10.88)","(-1.14, 1.05, 2.36)","(354.75, 336.45, 0.20)","(-0.76, 1.04, 1.62)","(-0.71, 1.04, 1.58)","(-0.74, 1.04, 1.60)",True,False,"(-0.79, 1.03, 1.64)","(2.37, 343.34, 3.98)",False,0.7283077,Cyclopean,0.05601932,0.08039948,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,4,Target 4,"(-4.80, 2.50, 10.88)","(-1.16, 1.05, 2.36)","(352.45, 337.11, 359.24)","(-0.76, 1.04, 1.62)","(-0.71, 1.04, 1.58)","(-0.74, 1.04, 1.60)",True,False,"(-0.81, 1.04, 1.64)","(2.47, 343.92, 3.46)",False,0.9811236,Cyclopean,0.08032432,0.1047873,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,5,Target 9,"(8.20, 2.50, 2.14)","(-0.15, 1.06, 1.66)","(354.73, 88.21, 0.63)","(-0.80, 1.04, 1.64)","(-0.80, 1.05, 1.58)","(-0.80, 1.05, 1.61)",True,True,"(-0.78, 1.05, 1.61)","(0.27, 88.13, 8.38)",True,0.1125666,Cyclopean,0.02299672,0.04069545,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,6,Target 4,"(-4.80, 2.50, 10.88)","(-1.11, 1.05, 2.34)","(355.50, 336.31, 359.30)","(-0.82, 1.03, 1.60)","(-0.76, 1.04, 1.62)","(-0.79, 1.03, 1.61)",True,True,"(-0.80, 1.04, 1.63)","(359.42, 341.41, 3.73)",False,0.03624896,Cyclopean,0.03208109,0.03199429,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,7,Target 3,"(-7.80, 2.50, 8.88)","(-1.39, 1.05, 2.20)","(355.49, 317.72, 0.25)","(-0.84, 1.03, 1.57)","(-0.80, 1.03, 1.61)","(-0.82, 1.03, 1.59)",True,True,"(-0.83, 1.03, 1.61)","(0.59, 322.50, 5.85)",True,0.1515078,Cyclopean,0.04538036,0.01860089,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,8,Target 5,"(-0.80, 2.50, 11.88)","(-0.79, 1.06, 2.42)","(355.95, 1.48, 0.19)","(-0.84, 1.03, 1.62)","(-0.78, 1.04, 1.62)","(-0.81, 1.03, 1.62)",True,True,"(-0.80, 1.04, 1.64)","(1.36, 8.88, 1.22)",False,0.2008903,Cyclopean,0.04886884,0.01467109,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,9,Target 6,"(3.20, 2.50, 10.88)","(-0.53, 1.05, 2.35)","(355.18, 22.87, 357.82)","(-0.85, 1.03, 1.63)","(-0.79, 1.04, 1.61)","(-0.82, 1.04, 1.62)",True,False,"(-0.79, 1.04, 1.64)","(2.23, 26.86, 3.73)",True,0.2975369,Cyclopean,0.007865903,0.05666493,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,10,Target 9,"(8.20, 2.50, 2.14)","(-0.13, 1.06, 1.65)","(355.56, 86.16, 358.12)","(-0.82, 1.05, 1.66)","(-0.81, 1.06, 1.59)","(-0.82, 1.06, 1.63)",True,False,"(-0.76, 1.05, 1.58)","(2.06, 91.04, 6.29)",True,0.2667178,Cyclopean,0.0467352,0.02863078,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,11,Target 8,"(8.20, 2.50, 5.88)","(-0.16, 1.06, 1.91)","(355.52, 65.68, 358.66)","(-0.82, 1.05, 1.66)","(-0.81, 1.06, 1.59)","(-0.82, 1.06, 1.63)",True,False,"(-0.76, 1.05, 1.60)","(2.40, 74.40, 5.78)",True,0.3507751,Cyclopean,0.05392149,0.02144263,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,12,Target 6,"(3.20, 2.50, 10.88)","(-0.50, 1.05, 2.31)","(353.30, 23.17, 0.19)","(-0.82, 1.05, 1.66)","(-0.81, 1.06, 1.59)","(-0.82, 1.06, 1.63)",True,False,"(-0.76, 1.04, 1.63)","(3.52, 28.83, 1.91)",True,0.4117239,Cyclopean,0.04349738,0.03060552,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,13,Target 8,"(8.20, 2.50, 5.88)","(-0.20, 1.04, 1.93)","(351.48, 64.09, 1.38)","(-0.80, 1.04, 1.65)","(-0.77, 1.05, 1.59)","(-0.78, 1.04, 1.62)",True,False,"(-0.76, 1.04, 1.62)","(4.22, 66.82, 7.44)",False,0.4971635,Cyclopean,0.01454632,0.06545828,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Cyclopean,14,Target 1,"(-9.80, 2.50, 2.14)","(-1.66, 1.05, 1.59)","(353.74, 272.49, 1.07)","(-0.83, 1.03, 1.53)","(-0.81, 1.04, 1.60)","(-0.82, 1.04, 1.57)",True,False,"(-0.81, 1.04, 1.57)","(356.68, 286.04, 3.05)",True,0.3145125,Cyclopean,0.007848126,0.06356397,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
